Date,SeasonType,Season,Week,Team,Opponent,HeAy,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
2008-12-21,1,2008,16,OAK,HOU,HOME,27,16,43,Oakland-Alameda County Coliseum,Grass,48,80,6,44,7,13,0,14,0,0,31,29,31:29:00,17,5,12,0,60,362,6,3,34,139,4.1,0,25,18,223,2,0,8.9,12.4,72,125.92,14,7,50,1,0,0,2,0,0,0,92,2,14,2,1,1,13,5,6,0,4,194,48.5,1,1,0,7,6,0,3,0,28,31,28:31:00,17,5,11,1,61,324,5.3,1,22,90,4.1,1,36,19,234,0,1,6.5,12.3,52.8,61.57,13,3,23.1,3,2,66,4,1,2,1,30,1,15,2,0,3,21,2,5,0,4,147,36.8,1,1,0,0,0,3,1,2,27.3,12.8,3.8,25,50,-3,-1,-2,14.7,7.7,7.7,6,0,0,0,36,3,3,0,0,0,0,0,2,2,0,2,80,5,106,1,12,5,0,0,0,16.8,1,1,0,0,0,0,0,3,3,0,2,30,5,94,0,0,42,9,3,21,4,2,0,0,0,0,0,1,80,0,29,0,0,0,0,144,51,10,1,13,2,2,1,0,0,0,0,0,23,0,28,0,0,0,0,67,Raiders,Sunday,26,39,0,0
2008-12-21,1,2008,16,SEA,NYJ,HOME,13,3,16,Qwest Field,Artificial,31,60,11,42,3.5,0,7,3,3,0,29,36,29:36:00,17,7,9,1,61,295,4.8,1,36,120,3.3,0,25,18,175,1,0,7,9.7,72,104.58,12,2,16.7,0,0,0,4,1,1,0,23,5,28,3,2,0,0,12,5,0,5,184,36.8,2,2,0,3,0,0,0,0,30,24,30:24:00,16,5,10,1,60,265,4.4,0,25,115,4.6,0,31,18,150,0,2,4.8,8.3,58.1,43.75,12,3,25,1,0,0,1,0,0,0,4,6,45,0,0,4,37,1,2,0,6,228,38,2,2,0,25,0,11,3,4,20,34.3,0,0,0,-11,-3,-4,5.6,4,11.4,4,1,0,0,36,1,1,0,0,0,0,0,2,2,0,2,21,2,36,2,2,2,0,0,0,34.5,0,0,0,0,0,0,0,1,1,0,1,4,4,71,0,0,45,11,4,37,7,0,0,0,0,0,0,0,11,0,21,0,0,0,0,180,50,4,0,0,2,3,2,0,0,0,0,0,4,0,22,0,0,0,0,207,Seahawks,Sunday,25,35,0,0
2008-12-21,1,2008,16,STL,SF,HOME,16,17,33,Edward Jones Dome,Dome,70,40,0,43,5,0,13,0,3,0,38,38,38:38:00,21,10,10,1,79,343,4.3,1,39,129,3.3,0,37,20,214,1,1,5.8,10.7,54.1,68.98,18,6,33.3,3,2,67,1,0,1,0,23,7,45,0,0,3,19,9,5,0,7,342,48.9,1,4,3,3,0,0,14,0,21,22,21:22,15,4,11,0,55,273,5,2,17,83,4.9,0,34,18,190,2,3,5.6,10.6,52.9,52.33,11,4,36.4,1,1,100,1,1,1,1,36,5,32,2,1,4,26,6,6,0,5,274,54.8,4,1,-3,0,0,3,-1,1,29.4,23.7,7.5,100,100,-3,1,-1,15.4,15,10.5,5,1,0,0,40.9,1,1,0,0,0,0,0,3,3,0,2,18,3,75,3,5,4,2,1,0,47.2,2,2,0,0,0,0,0,1,1,0,4,36,5,109,1,0,37,2,4,26,6,2,1,0,0,0,0,0,14,0,31,0,0,0,0,286,61,1,3,19,7,0,0,0,0,0,0,0,17,0,29,0,0,0,0,236,Rams,Sunday,40,38,0,0
2008-12-21,1,2008,16,TB,SD,HOME,24,41,65,Raymond James Stadium,Grass,72,82,10,42,-3.5,7,3,14,0,0,29,9,29:09:00,20,9,10,1,64,342,5.3,3,27,111,4.1,2,35,21,231,1,2,6.6,11,60,65.3,14,6,42.9,2,1,50,2,2,1,1,16,2,25,1,1,2,1,4,3,0,3,131,43.7,3,0,-3,7,13,0,21,0,30,51,30:51:00,21,5,16,0,58,370,6.4,5,26,90,3.5,0,31,21,280,4,0,9,13.3,67.7,135.75,13,7,53.8,0,0,0,4,3,2,1,107,4,25,0,0,1,7,6,4,0,4,178,44.5,0,3,3,100,100,-2,-1,-1,11.5,12.5,5.4,75,50,2,1,1,14.8,16.2,3.1,5,1,1,0,28.7,3,3,0,0,0,0,0,1,1,0,2,16,7,205,0,0,7,2,0,0,30.5,5,5,0,0,0,0,0,2,2,0,2,45,4,127,2,62,38,15,1,7,3,0,0,0,0,0,0,0,8,0,72,0,0,0,0,86,44,12,2,1,5,1,1,0,0,1,0,0,43,0,44,0,0,0,0,122,Buccaneers,Sunday,37,32,0,0
2008-12-21,1,2008,16,TEN,PIT,HOME,31,14,45,LP Field,Grass,29,37,11,34,2.5,0,10,7,14,0,29,9,29:09:00,16,6,9,1,61,322,5.3,4,31,117,3.8,2,29,20,205,1,0,7.1,10.2,69,100.5,14,3,21.4,2,2,100,1,1,1,1,138,4,45,1,0,1,10,9,10,0,7,278,39.7,0,4,4,0,7,7,0,0,30,51,30:51:00,23,3,19,1,69,374,5.4,2,25,73,2.9,0,39,25,301,2,2,7.7,12,64.1,83.39,13,6,46.2,0,0,0,2,0,1,0,2,3,17,5,2,5,28,5,3,0,5,220,44,4,0,-4,100,100,4,7,4,40,20.5,3.3,0,0,-4,-7,-4,9.7,16.7,11.4,6,4,3,0,33.7,4,4,0,0,0,0,0,1,1,0,3,23,2,38,2,115,3,1,1,0,39.4,2,2,0,0,0,0,0,1,0,0,2,2,2,30,0,0,51,19,5,28,5,5,2,4,0,1,0,0,12,0,30,0,0,0,0,236,44,20,1,10,4,0,0,0,0,0,0,0,6,0,16,0,0,0,0,197,Titans,Sunday,30,44,0,0
2008-12-21,1,2008,16,WAS,PHI,HOME,10,3,13,Fedex Field,Grass,42,39,17,37,4.5,0,3,7,0,0,33,14,33:14:00,17,6,10,1,68,249,3.7,1,32,122,3.8,1,33,18,127,0,0,3.8,7.1,54.5,63.57,15,5,33.3,0,0,0,2,1,1,1,44,3,25,1,0,3,17,3,4,0,8,320,40,0,1,1,0,0,3,0,0,26,46,26:46:00,15,2,13,0,64,275,4.3,0,16,62,3.9,0,46,26,213,0,0,4.6,8.2,56.5,68.48,14,3,21.4,1,1,100,2,0,0,0,7,3,20,1,1,2,17,4,5,0,8,318,39.8,1,0,-1,50,100,-1,-1,-1,25,6.2,8.3,0,0,1,1,1,15.6,11.1,4.2,3,3,2,0,34.1,1,1,0,0,0,0,0,2,1,0,4,44,1,20,0,0,2,1,1,0,34.2,0,0,0,0,0,0,0,1,1,0,1,7,1,18,0,0,43,14,2,17,9,1,1,12,0,0,0,0,36,0,20,0,0,0,0,273,48,22,3,17,10,1,0,0,0,0,0,0,7,0,18,0,0,0,0,274,Redskins,Sunday,36,48,0,0
2008-12-22,1,2008,16,CHI,GB,HOME,20,17,37,Soldier Field,Grass,2,77,9,40.5,-4.5,0,3,7,7,3,27,50,27:50:00,15,5,9,1,56,210,3.8,2,26,74,2.8,1,27,14,136,1,2,5,9.7,51.9,47.76,12,3,25,1,1,100,3,2,2,2,38,4,35,0,0,3,6,4,8,0,6,275,45.8,2,2,0,0,14,0,3,0,35,42,35:42:00,20,5,15,0,68,325,4.8,2,29,65,2.2,0,39,24,260,2,1,6.7,10.8,61.5,87.55,17,8,47.1,2,2,100,4,2,1,0,57,6,50,2,1,0,0,6,4,0,4,151,37.8,2,2,0,66.7,100,-2,4,-3,27.6,10.3,10,50,0,2,-4,3,15.4,20,0,4,2,1,0,41.3,2,2,0,0,0,0,0,2,2,0,3,40,4,117,1,2,5,0,0,0,27.8,2,2,0,0,0,0,0,3,1,1,3,7,3,81,2,50,49,7,0,0,6,0,1,0,0,0,1,0,24,0,70,0,0,0,0,248,39,10,3,6,6,0,0,0,0,0,0,0,7,0,32,0,0,0,0,111,Bears,Monday,30,39,0,0
2008-12-22,1,2008,16,GB,CHI,AWAY,17,20,37,Soldier Field,Grass,2,77,9,40.5,4.5,0,14,0,3,0,35,42,35:42:00,20,5,15,0,68,325,4.8,2,29,65,2.2,0,39,24,260,2,1,6.7,10.8,61.5,87.55,17,8,47.1,2,2,100,4,2,1,0,57,6,50,2,1,0,0,6,4,0,4,151,37.8,2,2,0,0,3,7,7,3,27,50,27:50:00,15,5,9,1,56,210,3.8,2,26,74,2.8,1,27,14,136,1,2,5,9.7,51.9,47.76,12,3,25,1,1,100,3,2,2,2,38,4,35,0,0,3,6,4,8,0,6,275,45.8,2,2,0,50,0,2,-4,3,15.4,20,0,66.7,100,-2,4,-3,27.6,10.3,10,5,0,0,0,27.8,2,2,0,0,0,0,0,3,1,1,3,7,3,81,2,50,4,2,1,0,41.3,2,2,0,0,0,0,0,2,2,0,3,40,4,117,1,2,39,10,3,6,6,0,0,0,0,0,0,0,7,0,32,0,0,0,0,111,49,7,0,0,6,0,1,0,0,0,1,0,24,0,70,0,0,0,0,248,Packers,Monday,39,30,0,0
2008-12-28,1,2008,17,CAR,NO,AWAY,33,31,64,Louisiana Superdome,Dome,60,76,0,51,-3,6,17,7,3,0,36,55,36:55:00,23,12,10,1,63,478,7.6,3,42,234,5.6,1,20,14,244,1,0,12.2,17.4,70,127.92,12,6,50,0,0,0,4,2,2,2,29,5,30,0,0,1,6,5,3,0,2,48,24,0,2,2,0,10,0,21,0,23,5,23:05,22,4,18,0,62,417,6.7,4,11,50,4.5,0,49,30,367,4,1,7.5,12.2,61.2,103.02,13,7,53.8,1,1,100,4,3,2,1,0,7,48,1,1,2,19,4,3,0,3,164,54.7,2,0,-2,50,100,1,0,1,27.3,9.8,4.8,75,50,-1,0,-1,7.1,19,3.9,8,6,4,0,24,3,3,0,0,0,0,0,5,4,0,2,13,5,112,1,16,6,2,1,0,43.7,4,4,0,0,0,0,0,1,1,0,0,0,3,73,0,0,38,4,2,19,7,1,1,12,1,0,0,0,10,0,27,0,0,0,0,48,55,15,1,6,4,0,0,0,0,0,0,0,0,0,42,0,0,0,0,131,Panthers,Sunday,21,51,0,0
2008-12-28,1,2008,17,CHI,HOU,AWAY,24,31,55,Reliant Stadium,Grass,46,57,11,46.5,3,10,0,7,7,0,22,26,22:26,21,6,14,1,57,294,5.2,3,18,69,3.8,1,37,22,225,2,0,6.1,10.2,59.5,94.99,10,2,20,1,1,100,4,3,3,3,18,2,10,2,1,2,19,5,3,0,6,226,37.7,1,1,0,0,14,7,10,0,37,34,37:34:00,25,8,16,1,72,455,6.3,4,36,127,3.5,2,36,27,328,2,0,9.1,12.1,75,121.06,10,4,40,1,1,100,4,3,4,3,16,7,70,1,1,0,0,2,3,0,4,166,41.5,1,1,0,75,100,3,0,-2,8.3,13.9,5.1,75,75,-3,0,2,16.7,5.1,0,5,0,0,0,35,3,3,0,0,0,0,0,1,1,0,1,0,6,187,0,0,6,2,0,0,36.5,4,4,0,0,0,0,0,1,1,0,2,16,4,99,0,0,52,14,0,0,3,1,1,18,0,0,0,0,0,0,49,0,0,0,0,210,37,7,2,19,8,2,1,0,0,0,0,0,12,0,39,0,0,0,0,146,Bears,Sunday,39,36,0,0
2008-12-28,1,2008,17,CLE,PIT,AWAY,0,31,31,Heinz Field,Grass,48,50,22,33.5,11,0,0,0,0,0,26,40,26:40:00,8,6,2,0,50,126,2.5,0,29,106,3.7,0,18,6,20,0,2,1.1,3.3,33.3,2.78,13,3,23.1,2,1,50,0,0,0,0,9,6,47,1,0,3,6,5,4,0,6,288,48,2,1,-1,0,14,3,14,0,33,20,33:20:00,20,9,10,1,62,369,6,4,35,176,5,3,27,17,193,0,1,7.1,11.4,63,68.9,12,7,58.3,0,0,0,3,2,2,2,66,8,65,1,0,0,0,4,2,0,4,184,46,1,2,1,0,0,1,2,-3,11.4,18.5,14.3,66.7,100,-1,-2,3,6.9,19,0,1,1,0,0,45.3,0,0,0,0,0,0,0,1,0,0,1,6,4,60,1,3,6,2,2,0,34.5,4,4,0,0,0,0,0,1,1,0,4,16,1,24,2,50,39,33,0,0,2,0,0,0,0,0,0,0,6,0,22,0,0,0,0,272,34,30,3,7,6,1,0,0,0,1,0,0,8,0,24,0,0,0,0,138,Browns,Sunday,21,27,0,0
2008-12-28,1,2008,17,DAL,PHI,AWAY,6,44,50,Lincoln Financial Field,Grass,62,68,17,42,1.5,3,0,0,3,0,29,5,29:05:00,15,8,7,0,64,298,4.7,0,19,87,4.6,0,41,23,211,0,1,5.1,9.2,56.1,60.11,14,5,35.7,1,1,100,4,0,0,0,4,4,41,4,4,4,22,1,5,0,6,254,42.3,5,1,-4,3,24,17,0,0,30,55,30:55:00,16,5,9,2,58,303,5.2,5,36,137,3.8,1,21,12,166,2,0,7.9,13.8,57.1,114.38,14,7,50,0,0,0,3,3,3,3,47,0,0,1,1,1,9,5,7,0,3,128,42.7,1,5,4,0,0,-4,-2,-3,13.9,4.5,8.9,100,100,4,2,3,36.8,11.1,4.5,3,0,0,0,38.3,0,0,0,0,0,0,0,2,2,0,2,4,7,143,0,0,8,2,1,0,41.3,5,5,0,0,0,0,0,4,3,0,2,24,2,22,1,23,37,11,1,9,3,1,1,0,0,0,0,0,4,0,37,0,0,0,0,230,39,4,4,22,11,4,4,169,2,0,0,0,21,0,17,0,0,0,0,124,Cowboys,Sunday,45,22,0,0
2008-12-28,1,2008,17,DEN,SD,AWAY,21,52,73,Qualcomm Stadium,Grass,58,46,8,50,8,6,0,7,8,0,23,53,23:53,25,3,20,2,59,406,6.9,3,10,90,9,2,49,33,316,1,2,6.4,9.6,67.3,74.87,8,3,37.5,3,1,33,2,0,0,0,0,4,79,1,0,0,0,2,2,0,2,84,42,2,0,-2,10,14,14,14,0,36,7,36:07:00,28,17,9,2,64,491,7.7,7,42,289,6.9,5,20,15,202,2,0,10.1,13.5,75,140,11,7,63.6,2,2,100,8,7,3,3,20,6,67,0,0,2,5,0,3,0,1,43,43,0,2,2,0,0,2,-1,2,4.8,9.1,0,87.5,100,-2,1,-2,30,0,9.1,4,0,0,0,34,2,1,0,0,0,1,1,0,0,0,0,0,9,171,0,0,9,0,0,0,43,7,7,0,0,0,0,0,1,1,0,2,16,4,96,2,4,52,14,2,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,68,39,7,0,0,8,1,0,0,0,0,0,0,8,0,29,0,0,0,0,43,Broncos,Sunday,49,22,0,0
2008-12-28,1,2008,17,DET,GB,AWAY,21,31,52,Lambeau Field,Grass,22,71,13,42.5,10.5,0,7,7,7,0,30,2,30:02:00,19,4,13,2,72,316,4.4,3,29,96,3.3,1,42,22,220,2,2,5.2,10,52.4,63.59,17,5,29.4,5,4,80,3,3,2,2,0,5,60,0,0,1,5,6,3,0,7,303,43.3,2,1,-1,14,0,0,17,0,29,58,29:58:00,20,8,11,1,62,484,7.8,4,27,211,7.8,1,31,21,273,3,0,8.8,13,67.7,127.49,12,5,41.7,2,0,0,3,2,2,2,80,6,60,3,1,4,35,5,6,0,3,113,37.7,1,2,1,100,100,1,-3,3,11.1,17.1,2.3,66.7,100,-1,3,-3,20.7,11.6,11.4,4,1,0,0,37.6,3,3,0,0,0,0,0,0,0,0,0,0,4,68,0,0,6,3,1,0,37.7,4,4,0,0,0,0,0,2,1,0,3,20,4,91,2,60,46,8,3,11,2,2,1,0,0,0,0,0,0,0,23,0,0,0,0,263,49,7,1,5,7,0,0,0,0,0,0,0,14,0,45,0,0,0,0,113,Lions,Sunday,43,35,0,0
2008-12-28,1,2008,17,JAX,BAL,AWAY,7,27,34,M&T Bank Stadium,Artificial,62,60,18,37,10,7,0,0,0,0,27,58,27:58:00,14,6,6,2,53,245,4.6,1,27,118,4.4,0,25,14,127,1,2,5.1,9.1,56,49.92,12,6,50,1,0,0,2,0,0,0,11,7,28,3,2,1,0,3,6,0,4,186,46.5,4,0,-4,3,21,3,0,0,32,2,32:02:00,20,8,11,1,62,431,7,3,34,127,3.7,3,25,18,304,0,0,12.2,16.9,72,112.75,14,6,42.9,0,0,0,5,3,4,3,51,7,55,1,0,3,18,2,5,0,4,153,38.2,0,4,4,0,0,1,1,2,17.6,10.7,3.8,60,75,-1,-1,-2,18.5,7.7,10.7,2,2,0,0,41.5,1,1,0,0,0,0,0,0,0,0,1,11,5,97,0,0,6,3,1,0,25.5,3,3,0,0,0,0,0,3,2,0,1,0,2,48,2,51,52,15,3,18,5,0,0,0,0,0,0,0,11,0,27,0,0,0,0,166,42,9,1,0,5,3,2,0,0,0,0,0,0,0,26,0,0,0,0,102,Jaguars,Sunday,26,28,0,0
2008-12-28,1,2008,17,KC,CIN,AWAY,6,16,22,Paul Brown Stadium,Artificial,43,56,17,39,3,0,0,0,6,0,22,21,22:21,14,1,10,3,52,220,4.2,1,15,31,2.1,0,36,19,189,1,0,5.2,9.9,52.8,77.2,13,4,30.8,1,0,0,1,1,1,1,15,6,73,1,1,1,2,1,3,0,6,283,47.2,1,0,-1,3,10,0,3,0,37,39,37:39:00,23,13,7,3,70,329,4.7,1,39,204,5.2,1,30,18,125,0,0,4.2,6.9,60,69.44,16,7,43.8,1,0,0,3,1,2,1,16,4,43,2,0,1,4,2,4,0,3,133,44.3,0,1,1,100,100,-1,-1,0,7.7,3.2,2.7,33.3,50,1,1,0,26.7,5.4,3.2,2,1,0,0,37.8,0,0,0,1,0,0,0,0,0,0,2,15,5,80,0,0,5,0,0,0,39.3,1,1,0,0,0,0,0,3,3,0,3,16,2,18,0,0,42,29,1,4,6,1,0,-8,0,0,0,0,13,0,20,0,0,0,0,227,24,18,1,2,6,0,1,0,0,0,0,0,12,0,17,0,0,0,0,118,Chiefs,Sunday,37,31,0,0
2008-12-28,1,2008,17,MIA,NYJ,AWAY,24,17,41,The Meadowlands,Artificial,65,85,15,42.5,3,0,14,7,3,0,33,48,33:48:00,18,8,9,1,61,319,5.2,3,29,126,4.3,0,31,22,193,2,0,6.2,8.8,71,108.67,14,6,42.9,2,1,50,0,0,0,0,53,6,30,3,1,1,7,3,3,0,5,218,43.6,1,4,3,0,9,8,0,0,26,12,26:12:00,16,2,13,1,62,331,5.3,2,21,80,3.8,1,41,21,251,1,3,6.1,12,51.2,47.92,13,7,53.8,0,0,0,3,2,0,0,0,5,36,2,1,0,0,2,2,0,5,192,38.4,4,1,-3,0,0,1,1,-1,14.3,7.3,3.1,66.7,0,-1,-1,1,6.9,6.2,0,5,1,0,0,35.6,3,3,0,0,0,0,0,1,1,0,2,25,2,43,3,28,3,1,1,1,29.4,0,0,0,1,1,1,0,1,1,0,0,0,5,101,0,0,38,11,0,0,8,1,1,-25,0,1,1,0,16,0,27,0,0,0,0,178,50,22,1,7,1,2,1,0,0,0,0,0,0,0,27,0,0,0,0,147,Dolphins,Sunday,32,41,0,0
2008-12-28,1,2008,17,NE,BUF,AWAY,13,0,13,Ralph Wilson Stadium,Artificial,39,74,30,37.5,-6,3,0,7,3,0,32,0,32:00:00,16,10,6,0,56,241,4.3,1,47,168,3.6,1,8,6,73,0,0,9.1,12.2,75,102.6,10,2,20,3,3,100,4,1,2,1,0,2,10,0,0,1,5,4,3,0,4,192,48,0,1,1,0,0,0,0,0,28,0,28:00:00,15,9,5,1,62,276,4.5,0,35,161,4.6,0,25,14,115,0,0,4.6,8.2,56,67.92,17,9,52.9,2,0,0,1,0,0,0,30,3,20,1,1,2,13,1,5,0,3,93,31,1,0,-1,25,50,3,-2,1,8.6,14.8,11.1,0,0,-3,2,-1,10.6,11.1,7.4,4,1,1,0,35.5,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,1,0,31,0,0,0,0,0,0,0,1,0,0,1,30,3,34,0,0,47,18,2,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,142,51,22,1,5,1,0,0,0,0,0,0,0,30,0,19,0,0,0,0,93,Patriots,Sunday,9,27,0,0
2008-12-28,1,2008,17,NYG,MIN,AWAY,19,20,39,Metrodome,Dome,68,40,0,41,7,0,9,7,3,0,34,19,34:19:00,19,7,12,0,62,357,5.8,1,30,135,4.5,0,30,19,222,1,0,7.4,11.7,63.3,96.81,12,4,33.3,0,0,0,2,0,1,0,58,7,49,0,0,2,7,4,8,0,4,193,48.2,0,1,1,0,10,0,10,0,25,41,25:41:00,15,4,10,1,55,328,6,2,27,110,4.1,1,26,16,218,1,1,8.4,13.6,61.5,85.1,13,7,53.8,1,0,0,1,0,1,0,10,2,20,1,0,2,21,5,7,0,4,190,47.5,1,0,-1,0,0,-1,1,0,29.6,14.3,6.2,0,0,1,-1,0,23.3,15.6,7.1,5,0,0,0,45.8,1,1,0,0,0,0,0,5,4,0,3,11,3,101,1,47,4,2,1,0,39.8,2,2,0,0,0,0,0,2,2,0,1,10,5,132,0,0,36,18,2,21,3,1,0,0,0,0,0,0,8,0,58,0,0,0,0,183,42,20,2,7,2,0,0,0,0,0,0,0,10,0,38,0,0,0,0,159,Giants,Sunday,32,28,0,0
2008-12-28,1,2008,17,OAK,TB,AWAY,31,24,55,Raymond James Stadium,Grass,77,61,5,39,13,0,14,0,17,0,31,58,31:58:00,18,7,8,3,57,337,5.9,4,35,192,5.5,2,21,14,145,2,1,6.9,10.4,66.7,98.31,13,6,46.2,0,0,0,4,3,2,1,67,4,25,1,0,1,3,4,4,0,6,286,47.7,1,1,0,0,7,7,10,0,28,2,28:02:00,15,5,10,0,60,380,6.3,3,26,125,4.8,2,33,17,255,1,1,7.7,15,51.5,74.68,15,6,40,2,1,50,3,2,1,1,100,6,83,1,0,1,2,5,2,0,5,213,42.6,1,1,0,75,50,-1,2,0,15.4,11.8,4.5,66.7,100,1,-2,0,5.7,22.7,2.9,6,5,3,0,41.7,4,4,0,0,0,0,0,1,1,0,4,67,5,99,1,0,5,1,0,0,29.2,3,3,0,0,0,0,0,1,1,0,2,16,3,78,1,84,38,13,1,2,3,0,0,0,0,0,0,0,31,0,41,0,0,0,0,250,46,16,1,3,1,1,0,0,0,0,0,0,13,0,30,0,0,0,0,146,Raiders,Sunday,22,34,0,0
2008-12-28,1,2008,17,SEA,ARI,AWAY,21,34,55,University of Phoenix Stadium,Grass,70,40,0,46,6.5,7,7,0,7,0,32,16,32:16:00,24,7,13,4,72,330,4.6,3,28,87,3.1,1,43,24,243,2,2,5.7,10.1,55.8,68.27,13,3,23.1,3,3,100,2,2,2,2,16,11,82,2,1,1,7,3,0,0,4,181,45.2,3,2,-1,0,14,14,6,0,27,44,27:44:00,19,4,14,1,58,457,7.9,4,19,111,5.8,0,38,24,346,4,1,9.1,14.4,63.2,116.78,12,6,50,0,0,0,5,3,1,0,73,10,100,2,1,1,0,2,4,0,3,128,42.7,2,3,1,100,100,1,-4,0,0,7.7,2.3,60,0,-1,4,0,14.3,4.5,2.6,4,3,2,0,40,3,3,0,0,0,0,0,1,0,0,1,0,6,176,1,16,7,6,1,0,42.7,4,4,0,0,0,0,0,2,2,0,2,21,2,50,2,52,39,8,1,0,4,2,1,0,0,0,0,0,0,0,37,0,0,0,0,160,48,9,1,7,9,2,1,11,0,0,0,0,21,0,26,0,0,0,0,128,Seahawks,Sunday,44,39,0,0
